"","x"
"3324","D22_B003577"
"3325","E17_B003577"
"3326","F12_B003577"
"3327","G12_B003577"
"3328","G13_B003577"
"3329","I16_B003577"
"3330","I17_B003577"
"3331","J13_B003577"
"3332","J17_B003577"
"3333","J18_B003577"
"3334","K12_B003577"
"3335","K13_B003577"
"3336","K15_B003577"
"3337","K16_B003577"
"3338","K18_B003577"
"3339","K19_B003577"
"3340","K22_B003577"
"3341","L14_B003577"
"3342","L16_B003577"
"3343","N13_B003577"
"3344","N18_B003577"
"3345","O12_B003577"
"3346","O13_B003577"
"3347","O14_B003577"
"3348","O1_B003577"
"3349","O20_B003577"
"3350","P13_B003577"
"3351","P16_B003577"
"3352","P18_B003577"
"3353","P21_B003577"
"3354","P22_B003577"
"3355","P3_B003577"
"3356","A2_B003776"
"3357","A5_B003776"
"3358","C10_B003776"
"3359","D18_B003656"
"3360","D1_B003776"
"3361","F8_B003776"
"3362","H4_B003776"
"3363","J10_B003776"
"3364","G4_B002090"
"3365","A12_B002074"
"3366","B5_B003894"
"3367","B7_B003894"
"3368","B8_B003920"
"3369","B9_B003894"
"3370","E11_B003920"
"3371","E12_B002074"
"3372","E1_B002074"
"3373","E3_B002074"
"3374","E6_B002074"
"3375","F5_B002074"
"3376","G8_B002074"
"3377","G8_B003920"
"3378","H4_B003920"
"3379","H5_B003116"
"3380","I4_B002074"
"3381","I8_B002074"
"3382","J12_B002074"
"3383","J6_B003116"
"3384","J7_B003116"
"3385","J9_B003894"
"3386","K11_B003894"
"3387","K11_B003920"
"3388","K3_B002074"
"3389","K6_B002074"
"3390","K9_B002074"
"3391","M10_B003894"
"3392","M1_B002074"
"3393","M7_B003920"
"3394","N8_B003920"
"3395","O2_B003920"
"3396","O3_B002074"
"3397","O5_B003894"
"3398","O6_B003894"
"3399","O8_B003920"
"3400","P1_B003894"
"3401","A11_B003187"
"3402","A11_B003642"
"3403","A12_B003191"
"3404","A13_B003523"
"3405","A15_B003523"
"3406","A17_B003523"
"3407","A18_B003187"
"3408","A19_B003191"
"3409","A20_B003129"
"3410","A20_B003523"
"3411","A3_B003642"
"3412","A4_B003518"
"3413","A5_B003522"
"3414","A5_B003642"
"3415","A6_B003642"
"3416","A9_B003129"
"3417","B10_B003187"
"3418","B10_B003191"
"3419","B12_B003523"
"3420","B17_B003523"
"3421","B19_B001470"
"3422","B19_B003187"
"3423","B20_B003523"
"3424","B5_B003522"
"3425","B8_B003642"
"3426","C12_B001474"
"3427","C12_B003523"
"3428","C14_B001474"
"3429","C17_B003187"
"3430","C18_B003523"
"3431","C19_B003523"
"3432","C3_B003529"
"3433","C4_B003642"
"3434","C5_B003642"
"3435","D10_B003642"
"3436","D12_B003523"
"3437","D13_B003523"
"3438","D14_B003523"
"3439","D15_B003523"
"3440","D17_B001474"
"3441","D17_B003523"
"3442","D18_B003523"
"3443","D19_B003523"
"3444","D22_B003523"
"3445","D6_B003518"
"3446","D8_B003522"
"3447","D8_B003777"
"3448","D9_B003129"
"3449","E12_B003191"
"3450","E13_B003187"
"3451","E15_B003523"
"3452","E16_B001470"
"3453","E16_B003523"
"3454","E17_B003523"
"3455","E17_B003642"
"3456","E19_B003187"
"3457","E20_B003523"
"3458","E21_B003523"
"3459","E6_B003529"
"3460","E8_B003642"
"3461","F12_B003523"
"3462","F17_B003132"
"3463","F17_B003187"
"3464","F17_B003523"
"3465","F18_B003523"
"3466","F21_B003523"
"3467","F22_B003523"
"3468","F3_B003529"
"3469","F4_B003522"
"3470","F4_B003529"
"3471","G12_B003132"
"3472","G13_B003129"
"3473","G13_B003132"
"3474","G14_B003523"
"3475","G16_B003523"
"3476","G17_B001470"
"3477","G17_B003129"
"3478","G21_B003523"
"3479","G22_B003523"
"3480","G2_B003777"
"3481","G3_B003518"
"3482","G3_B003642"
"3483","G8_B003522"
"3484","H11_B003191"
"3485","H14_B003523"
"3486","H16_B003523"
"3487","H18_B003191"
"3488","H19_B001470"
"3489","H19_B001474"
"3490","H19_B003523"
"3491","H20_B001474"
"3492","H5_B003522"
"3493","H5_B003529"
"3494","H7_B003642"
"3495","I10_B003129"
"3496","I11_B003129"
"3497","I12_B003523"
"3498","I13_B003129"
"3499","I13_B003191"
"3500","I13_B003642"
"3501","I16_B003523"
"3502","I17_B003523"
"3503","I18_B003187"
"3504","I18_B003191"
"3505","I18_B003523"
"3506","I19_B003132"
"3507","I6_B003529"
"3508","J10_B003132"
"3509","J12_B003523"
"3510","J12_B003642"
"3511","J13_B003129"
"3512","J13_B003132"
"3513","J17_B003132"
"3514","J18_B003132"
"3515","J19_B003191"
"3516","J21_B003523"
"3517","J22_B003523"
"3518","J4_B003777"
"3519","J6_B003642"
"3520","J8_B003642"
"3521","J9_B003132"
"3522","K10_B003777"
"3523","K12_B003129"
"3524","K13_B003523"
"3525","K14_B003523"
"3526","K15_B003523"
"3527","K21_B003523"
"3528","K22_B003523"
"3529","L11_B003132"
"3530","L11_B003187"
"3531","L13_B003523"
"3532","L15_B001470"
"3533","L15_B001474"
"3534","L16_B003523"
"3535","L19_B003523"
"3536","L20_B003523"
"3537","L22_B003523"
"3538","L3_B003529"
"3539","L4_B003777"
"3540","L5_B003529"
"3541","L8_B003529"
"3542","M12_B003187"
"3543","M13_B003132"
"3544","M13_B003523"
"3545","M1_B003518"
"3546","M21_B003523"
"3547","M22_B003523"
"3548","M3_B003518"
"3549","M5_B003518"
"3550","M6_B003518"
"3551","M6_B003522"
"3552","M9_B003132"
"3553","N13_B003523"
"3554","N14_B003523"
"3555","N17_B003523"
"3556","N17_B003642"
"3557","N18_B003187"
"3558","N18_B003523"
"3559","N19_B003187"
"3560","N19_B003523"
"3561","N3_B003529"
"3562","N4_B003642"
"3563","O10_B003129"
"3564","O10_B003132"
"3565","O11_B003187"
"3566","O12_B003191"
"3567","O13_B003523"
"3568","O15_B003523"
"3569","O22_B001470"
"3570","O3_B003529"
"3571","O4_B003522"
"3572","O7_B003529"
"3573","O8_B003522"
"3574","O9_B003191"
"3575","P10_B003132"
"3576","P10_B003777"
"3577","P11_B003129"
"3578","P12_B003187"
"3579","P13_B003523"
"3580","P14_B001474"
"3581","P14_B003523"
"3582","P15_B003523"
"3583","P17_B003523"
"3584","P19_B003191"
"3585","P4_B003529"
"3586","P6_B003529"
"3587","P6_B003777"
"3588","P7_B003777"
"3589","P8_B003529"
"3590","A13_B001545"
"3591","A15_B003097"
"3592","A18_B001464"
"3593","A1_B003775"
"3594","A21_B003097"
"3595","A22_B003093"
"3596","B12_B003093"
"3597","B12_B003097"
"3598","B13_B001545"
"3599","B13_B002571"
"3600","B13_B003097"
"3601","B14_B003093"
"3602","B15_B003097"
"3603","B16_B001475"
"3604","B18_B001464"
"3605","B20_B002571"
"3606","B20_B003097"
"3607","B21_B001464"
"3608","B22_B003097"
"3609","C10_B002571"
"3610","C12_B001543"
"3611","C13_B001545"
"3612","C14_B001556"
"3613","C15_B003097"
"3614","C16_B001464"
"3615","C16_B003097"
"3616","C17_B003097"
"3617","C20_B003097"
"3618","C21_B001464"
"3619","C21_B003093"
"3620","C22_B001464"
"3621","D10_B003775"
"3622","D13_B001464"
"3623","D13_B001543"
"3624","D13_B003097"
"3625","D16_B001543"
"3626","D19_B001475"
"3627","D21_B001464"
"3628","D21_B003097"
"3629","D22_B001464"
"3630","D8_B003775"
"3631","E15_B003093"
"3632","E16_B003097"
"3633","E17_B003093"
"3634","E18_B003097"
"3635","E19_B003097"
"3636","E20_B003097"
"3637","E22_B003097"
"3638","F12_B003097"
"3639","F13_B001464"
"3640","F16_B003097"
"3641","F17_B001545"
"3642","F18_B001464"
"3643","F18_B002573"
"3644","F18_B003097"
"3645","F19_B001543"
"3646","F20_B001464"
"3647","F20_B001543"
"3648","F20_B003097"
"3649","F21_B003097"
"3650","G13_B003093"
"3651","G14_B002571"
"3652","G14_B003097"
"3653","G15_B003093"
"3654","G16_B003097"
"3655","G19_B002571"
"3656","G19_B003093"
"3657","G20_B001464"
"3658","G21_B003097"
"3659","G22_B003097"
"3660","G9_B003775"
"3661","H13_B003097"
"3662","H14_B003097"
"3663","H15_B003093"
"3664","H16_B001545"
"3665","H16_B003097"
"3666","H17_B001545"
"3667","H18_B001464"
"3668","H18_B002573"
"3669","H19_B002571"
"3670","H20_B001464"
"3671","H20_B003097"
"3672","H22_B001464"
"3673","I13_B003097"
"3674","I14_B002571"
"3675","I14_B002573"
"3676","I15_B001475"
"3677","I15_B003093"
"3678","I16_B003097"
"3679","I18_B003097"
"3680","I19_B001464"
"3681","I21_B001475"
"3682","I22_B001545"
"3683","I22_B003093"
"3684","I22_B003097"
"3685","J14_B003097"
"3686","J17_B001543"
"3687","J19_B003093"
"3688","J20_B003097"
"3689","J21_B001464"
"3690","J22_B001464"
"3691","K12_B001464"
"3692","K13_B003097"
"3693","K14_B003097"
"3694","K15_B003097"
"3695","K17_B003097"
"3696","K18_B003097"
"3697","K19_B001543"
"3698","K20_B001464"
"3699","K20_B001545"
"3700","K20_B003093"
"3701","K20_B003097"
"3702","K21_B001464"
"3703","K22_B003097"
"3704","L15_B003097"
"3705","L16_B003097"
"3706","L18_B003097"
"3707","L19_B001464"
"3708","L20_B003097"
"3709","L22_B001464"
"3710","M15_B002571"
"3711","M15_B003093"
"3712","M18_B001464"
"3713","M18_B003093"
"3714","M20_B003093"
"3715","M21_B001464"
"3716","M21_B002571"
"3717","M21_B003093"
"3718","M21_B003097"
"3719","M22_B001464"
"3720","M22_B002571"
"3721","M22_B003097"
"3722","N12_B003093"
"3723","N13_B001475"
"3724","N13_B001545"
"3725","N14_B001464"
"3726","N14_B003097"
"3727","N16_B003097"
"3728","N20_B003093"
"3729","N21_B003097"
"3730","O10_B003775"
"3731","O11_B003775"
"3732","O13_B003093"
"3733","O14_B003093"
"3734","O14_B003097"
"3735","O15_B002573"
"3736","O16_B003097"
"3737","O17_B001464"
"3738","O17_B003097"
"3739","O18_B001464"
"3740","O19_B001464"
"3741","O19_B001475"
"3742","O22_B003093"
"3743","O22_B003097"
"3744","O9_B003775"
"3745","P12_B003097"
"3746","P13_B003097"
"3747","P14_B003097"
"3748","P16_B003093"
"3749","P17_B003093"
"3750","P17_B003097"
"3751","P18_B002571"
"3752","P18_B003097"
"3753","P19_B001545"
"3754","P22_B003097"
"3755","P2_B002573"
"3756","C19_B003129"
"3757","P3_B003785"
"3758","A14_B003528"
"3759","A15_B003528"
"3760","A16_B003528"
"3761","A17_B003528"
"3762","A19_B003528"
"3763","A20_B003528"
"3764","A21_B003528"
"3765","B12_B003528"
"3766","B15_B003528"
"3767","B16_B003528"
"3768","B17_B001554"
"3769","B17_B003528"
"3770","B18_B003528"
"3771","B19_B003528"
"3772","B21_B003528"
"3773","C12_B003528"
"3774","C13_B001558"
"3775","C13_B003528"
"3776","C15_B003528"
"3777","C16_B002572"
"3778","C17_B001554"
"3779","C17_B001558"
"3780","C18_B003528"
"3781","C21_B001558"
"3782","C22_B003528"
"3783","D13_B003528"
"3784","D15_B003528"
"3785","D17_B003528"
"3786","D19_B003528"
"3787","D20_B003528"
"3788","D21_B003528"
"3789","D22_B001554"
"3790","E13_B002572"
"3791","E14_B002572"
"3792","E16_B003528"
"3793","E17_B003528"
"3794","E18_B003528"
"3795","E20_B002572"
"3796","E21_B003528"
"3797","E22_B001558"
"3798","E22_B003528"
"3799","F12_B001554"
"3800","F14_B003528"
"3801","F15_B001554"
"3802","F15_B002572"
"3803","F15_B003528"
"3804","F19_B003528"
"3805","G13_B003528"
"3806","G16_B003528"
"3807","G17_B003528"
"3808","G19_B003528"
"3809","G20_B003528"
"3810","G21_B002572"
"3811","G21_B003528"
"3812","G22_B002572"
"3813","G22_B003528"
"3814","H12_B001558"
"3815","H14_B001558"
"3816","H15_B003528"
"3817","H16_B001554"
"3818","H17_B002572"
"3819","H17_B003528"
"3820","H21_B003528"
"3821","H22_B003528"
"3822","I12_B003528"
"3823","I13_B001554"
"3824","I20_B002572"
"3825","I20_B003528"
"3826","I22_B003528"
"3827","J13_B001558"
"3828","J13_B003528"
"3829","J14_B001554"
"3830","J16_B001558"
"3831","J16_B003528"
"3832","J17_B003528"
"3833","J18_B003528"
"3834","J21_B003528"
"3835","J22_B001554"
"3836","J2_B003528"
"3837","K12_B001558"
"3838","K12_B003528"
"3839","K15_B003528"
"3840","K16_B001558"
"3841","K16_B002572"
"3842","K17_B003528"
"3843","K19_B002572"
"3844","K20_B002572"
"3845","K21_B001554"
"3846","K21_B003528"
"3847","K22_B002572"
"3848","K22_B003528"
"3849","K3_B003528"
"3850","L16_B001558"
"3851","L17_B003528"
"3852","L20_B001554"
"3853","L20_B003528"
"3854","L22_B001558"
"3855","L3_B003528"
"3856","M15_B001554"
"3857","M17_B003528"
"3858","M18_B002572"
"3859","M18_B003528"
"3860","M20_B003528"
"3861","M21_B003528"
"3862","N12_B003528"
"3863","N14_B003528"
"3864","N18_B003528"
"3865","N21_B003528"
"3866","N22_B003528"
"3867","O12_B001554"
"3868","O12_B001558"
"3869","O12_B003528"
"3870","O13_B001558"
"3871","O14_B003528"
"3872","O16_B003528"
"3873","O17_B001558"
"3874","O20_B003528"
"3875","O21_B003528"
"3876","P12_B001558"
"3877","P13_B001554"
"3878","P13_B001558"
"3879","P14_B003528"
"3880","P15_B001558"
"3881","P15_B003528"
"3882","P16_B001554"
"3883","P18_B003528"
"3884","P21_B003528"
"3885","P22_B001558"
"3886","P22_B003528"
"3887","A12_1001000293"
"3888","B6_1001000293"
"3889","C9_1001000292"
"3890","C9_1001000294"
"3891","D8_1001000292"
"3892","H10_1001000294"
"3893","H7_1001000292"
"3894","A1_1001000292"
"3895","A5_1001000295"
"3896","A7_1001000292"
"3897","A9_1001000292"
"3898","B12_1001000295"
"3899","B6_1001000295"
"3900","C11_1001000294"
"3901","C3_1001000295"
"3902","C7_1001000293"
"3903","D1_1001000293"
"3904","D2_1001000293"
"3905","D5_1001000295"
"3906","E11_1001000293"
"3907","E12_1001000294"
"3908","E3_1001000294"
"3909","E6_1001000293"
"3910","E9_1001000293"
"3911","F11_1001000293"
"3912","F3_1001000292"
"3913","F5_1001000293"
"3914","F9_1001000293"
"3915","G10_1001000293"
"3916","G12_1001000295"
"3917","G1_1001000292"
"3918","G3_1001000293"
"3919","H10_1001000292"
"3920","H10_1001000293"
"3921","H2_1001000292"
"3922","H8_1001000293"
"3923","A12_1001000295"
"3924","B12_1001000294"
"3925","B3_1001000294"
"3926","B4_1001000292"
"3927","B5_1001000292"
"3928","C9_1001000295"
"3929","E11_1001000294"
"3930","E4_1001000295"
"3931","G12_1001000294"
"3932","G2_1001000292"
"3933","H11_1001000294"
"3934","H4_1001000293"
"3935","G4_1001000301"
"3936","A4_B002073"
"3937","A4_B003588"
"3938","B3_B003588"
"3939","C3_B003527"
"3940","C4_B003527"
"3941","F3_B003588"
"3942","F4_B003527"
"3943","F5_B003527"
"3944","F6_B003588"
"3945","G3_B003527"
"3946","G4_B003527"
"3947","G8_B003588"
"3948","H3_B003527"
"3949","H4_B003588"
"3950","H7_B003588"
"3951","H8_B003588"
"3952","I5_B003588"
"3953","I7_B003588"
"3954","J5_B003588"
"3955","K3_B003588"
"3956","K4_B003527"
"3957","K4_B003588"
"3958","K5_B003588"
"3959","K6_B003588"
"3960","L3_B003588"
"3961","L4_B003588"
"3962","L6_B003588"
"3963","N3_B003527"
"3964","N6_B000420"
"3965","O3_B003527"
"3966","O5_B003588"
"3967","A5_B003643"
"3968","E10_B003643"
"3969","H21_B003643"
"3970","H8_B003643"
"3971","I15_B003643"
"3972","I4_B003643"
"3973","L7_B003643"
"3974","M15_B003643"
"3975","P13_B003643"
"3976","P8_B003643"
"3977","B3_B003577"
"3978","C3_B003577"
"3979","E5_B003577"
"3980","E6_B003577"
"3981","F6_B003577"
"3982","G1_B003577"
"3983","J3_B003577"
"3984","K3_B003577"
"3985","K4_B003577"
"3986","L1_B003577"
"3987","M2_B003577"
"3988","M4_B003577"
"3989","N2_B003577"
"3990","N4_B003577"
"3991","N6_B003577"
"3992","O18_B003577"
"3993","P4_B003577"
"3994","C6_B003920"
"3995","A2_B003518"
"3996","A6_B003529"
"3997","A7_B003522"
"3998","B10_B003112"
"3999","B17_B003187"
"4000","B3_B003522"
"4001","B4_B003529"
"4002","B5_B003518"
"4003","C4_B003522"
"4004","C7_B003522"
"4005","C7_B003529"
"4006","D16_B003642"
"4007","D1_B003523"
"4008","D3_B003523"
"4009","D3_B003642"
"4010","D4_B003522"
"4011","E18_B003642"
"4012","E3_B003518"
"4013","E3_B003642"
"4014","E4_B003522"
"4015","E4_B003523"
"4016","E5_B003522"
"4017","E5_B003523"
"4018","E8_B003522"
"4019","F1_B003523"
"4020","F6_B003522"
"4021","F7_B003522"
"4022","G3_B003522"
"4023","H1_B003518"
"4024","H2_B003518"
"4025","H3_B003522"
"4026","H4_B003529"
"4027","H7_B003522"
"4028","I5_B003523"
"4029","I6_B003522"
"4030","I7_B003522"
"4031","I8_B003529"
"4032","J18_B003523"
"4033","J2_B003518"
"4034","J3_B003518"
"4035","J4_B003522"
"4036","K19_B001474"
"4037","K4_B003529"
"4038","K9_B003777"
"4039","L4_B003518"
"4040","L4_B003522"
"4041","L5_B003522"
"4042","L5_B003523"
"4043","M2_B003518"
"4044","M4_B003529"
"4045","M5_B003522"
"4046","M6_B003523"
"4047","M7_B003529"
"4048","M8_B003529"
"4049","M9_B003642"
"4050","N4_B003522"
"4051","N5_B003523"
"4052","C17_B001543"
"4053","C21_B001556"
"4054","D20_B001556"
"4055","F16_B002573"
"4056","G19_B002573"
"4057","K1_B001556"
"4058","L20_B001556"
"4059","P21_B001475"
"4060","C2_B003528"
"4061","C5_B003528"
"4062","D1_B003528"
"4063","D3_B003528"
"4064","F4_B003528"
"4065","G6_B003528"
"4066","H1_B003528"
"4067","H5_B003528"
"4068","J14_B001558"
"4069","J4_B003528"
"4070","J5_B003528"
"4071","L5_B003528"
"4072","M3_B003528"
"4073","N3_B003528"
"4074","O6_B003528"
"4075","P1_B003528"
"4076","D10_1001000294"
"4077","D10_1001000292"
"4078","G2_1001000293"
"4079","A3_1001000295"
"4080","C8_1001000302"
"4081","D6_1001000301"
"4082","D7_1001000301"
"4083","F8_1001000302"
"4084","G2_1001000302"
"4085","C4_1001000340"
"4086","E15_1001000340"
"4087","F22_1001000340"
"4088","H15_1001000340"
"4089","L22_1001000340"
"4090","O20_1001000340"
"4091","K16_1001000377"
"4092","I1_B001795"
"4093","C3_1001000362"
"4094","L1_B001799"
"4095","M4_B001800"
"4096","N2_B001800"
"4097","O2_B001798"
"4098","A10_B003067"
"4099","A1_B003654"
"4100","A2_B003654"
"4101","A3_B003646"
"4102","A5_B003654"
"4103","B11_B003646"
"4104","B18_B003067"
"4105","B5_B003067"
"4106","C11_B003067"
"4107","D13_B003067"
"4108","D3_B003646"
"4109","D4_B003646"
"4110","D8_B003646"
"4111","D9_B003646"
"4112","E2_B003654"
"4113","F3_B003646"
"4114","G18_B003654"
"4115","G4_B003646"
"4116","H7_B003067"
"4117","I6_B003646"
"4118","J4_B003067"
"4119","K10_B003646"
"4120","K8_B003646"
"4121","L13_B003067"
"4122","L2_B003646"
"4123","M1_B003646"
"4124","N7_B003646"
"4125","N9_B003067"
"4126","O1_B003646"
"4127","O5_B000861"
"4128","O6_B003646"
"4129","P8_B003646"
"4130","A18_B003071"
"4131","A5_B003071"
"4132","B16_B003071"
"4133","E7_B003070"
"4134","H13_B003070"
"4135","I17_B003071"
"4136","J12_B003071"
"4137","M14_B003071"
"4138","N8_B003070"
"4139","O14_B003071"
"4140","O15_B003071"
"4141","O16_B003071"
"4142","B13_B003115"
"4143","B6_B003117"
"4144","D16_B003115"
"4145","E11_B003117"
"4146","F2_B003117"
"4147","F2_B003121"
"4148","G18_B003115"
"4149","G3_B003117"
"4150","G8_B003117"
"4151","H15_B003115"
"4152","H16_B003117"
"4153","I11_B003117"
"4154","I12_B003113"
"4155","I18_B003113"
"4156","I4_B003117"
"4157","L14_B003115"
"4158","L8_B003117"
"4159","L9_B003117"
"4160","N14_B003115"
"4161","N22_B003115"
"4162","N5_B003120"
"4163","A11_B000420"
"4164","A11_B003125"
"4165","A12_B000420"
"4166","A2_B000420"
"4167","A3_B002078"
"4168","B11_B003125"
"4169","B12_B000420"
"4170","B1_B000420"
"4171","B3_B002073"
"4172","B5_B002078"
"4173","C10_B000420"
"4174","C10_B002078"
"4175","C12_B000420"
"4176","C3_B002073"
"4177","C5_B000420"
"4178","C8_B000420"
"4179","D2_B002078"
"4180","D7_B000420"
"4181","E6_B000420"
"4182","E7_B000420"
"4183","E8_B003588"
"4184","F10_B002078"
"4185","F11_B003125"
"4186","F12_B000420"
"4187","F1_B002078"
"4188","F2_B002078"
"4189","F3_B000420"
"4190","F6_B002078"
"4191","G4_B002078"
"4192","G5_B002078"
"4193","G6_B003588"
"4194","G7_B002078"
"4195","H11_B003125"
"4196","H12_B000420"
"4197","H3_B000420"
"4198","H3_B003588"
"4199","H5_B002078"
"4200","H9_B000420"
"4201","I12_B002073"
"4202","I12_B002078"
"4203","I1_B000420"
"4204","I3_B000420"
"4205","I6_B000420"
"4206","I8_B002097"
"4207","J11_B002078"
"4208","J6_B000420"
"4209","J8_B002078"
"4210","J9_B002078"
"4211","K11_B000420"
"4212","K1_B000420"
"4213","K6_B002097"
"4214","K7_B002073"
"4215","K8_B003588"
"4216","L17_B003125"
"4217","L5_B002073"
"4218","L6_B003527"
"4219","L7_B002097"
"4220","L9_B002078"
"4221","M12_B003125"
"4222","M1_B002078"
"4223","M9_B003125"
"4224","N11_B002097"
"4225","N18_B003125"
"4226","N5_B002073"
"4227","O7_B002097"
"4228","P11_B000420"
"4229","P17_B003125"
"4230","P1_B002097"
"4231","P4_B000420"
"4232","P4_B003588"
"4233","P7_B000420"
"4234","A12_B003126"
"4235","B10_B003126"
"4236","B11_B003126"
"4237","C18_B003126"
"4238","C19_B003126"
"4239","D10_B003126"
"4240","D17_B003126"
"4241","D18_B003126"
"4242","D8_B003119"
"4243","D9_B003126"
"4244","E16_B003119"
"4245","E19_B003126"
"4246","F11_B003126"
"4247","F13_B003119"
"4248","F13_B003126"
"4249","F19_B003126"
"4250","G11_B003126"
"4251","I12_B003126"
"4252","J17_B003126"
"4253","J18_B003126"
"4254","L9_B003126"
"4255","N11_B003126"
"4256","O10_B003126"
"4257","O19_B003126"
"4258","P11_B003126"
"4259","P19_B003126"
"4260","A3_B003577"
"4261","D4_B003577"
"4262","D6_B003577"
"4263","I2_B003577"
"4264","I4_B003577"
"4265","K1_B003577"
"4266","K5_B003577"
"4267","L5_B003577"
"4268","L6_B003577"
"4269","M1_B003577"
"4270","O4_B003577"
"4271","P1_B003577"
"4272","P6_B003577"
"4273","A1_B003894"
"4274","A4_B003894"
"4275","A8_B003920"
"4276","B10_B003894"
"4277","B12_B002074"
"4278","B13_B002074"
"4279","B2_B003894"
"4280","B8_B003894"
"4281","C5_B003920"
"4282","C9_B003894"
"4283","D10_B003894"
"4284","D10_B003920"
"4285","D11_B003920"
"4286","D1_B003894"
"4287","D6_B003894"
"4288","D7_B003920"
"4289","E11_B003116"
"4290","E1_B003894"
"4291","E2_B003894"
"4292","E5_B003920"
"4293","F10_B003894"
"4294","F11_B003894"
"4295","F2_B003894"
"4296","F6_B003920"
"4297","G10_B003894"
"4298","G11_B003894"
"4299","G6_B002074"
"4300","G6_B003894"
"4301","G7_B002074"
"4302","H4_B002074"
"4303","H8_B003920"
"4304","H9_B003920"
"4305","J11_B003894"
"4306","J3_B003920"
"4307","J4_B003920"
"4308","J6_B002074"
"4309","K1_B003920"
"4310","K3_B003894"
"4311","K4_B003920"
"4312","K5_B003894"
"4313","L10_B003920"
"4314","L2_B003894"
"4315","L3_B003920"
"4316","L4_B003920"
"4317","L5_B003920"
"4318","L9_B002074"
"4319","M11_B003894"
"4320","M3_B003894"
"4321","M4_B003920"
"4322","M5_B003894"
"4323","M8_B003920"
"4324","O10_B003894"
"4325","O2_B002074"
"4326","O5_B003920"
"4327","O8_B003894"
"4328","P11_B003894"
"4329","P4_B003920"
"4330","P7_B003894"
